,OBJECTID_1,GP_Project,SchemeName,PrjctName,Voltage,ExpectedCO,Province,Shape_Leng,geometry,length
54,55,GPP0510,South Coast Strengthening,Loop-in Ariadne-Eros 2 400 kV line into St Faiths Substation,400.0,2027,KwaZulu-Natal,0.307365906394,"MULTILINESTRING Z ((-1491494.8799203772 -3582359.438275754 0, -1502222.349848366 -3569993.726558335 0, -1503005.663541452 -3569788.699235876 0), (-1491368.4671227823 -3582140.3498778935 0, -1502044.0515306527 -3569792.4165127003 0, -1502193.4708379915 -3569013.407681288 0))",34.296270151609264
55,56,GPP0581,eThekwini Electricity Network Strengthening,2 x Hector-Shongweni 1st and 2nd 400 kV lines,400.0,2025,KwaZulu-Natal,0.0966360012727,"LINESTRING Z (-1486834.2456577225 -3474444.1522966097 0, -1477161.2315980014 -3472883.3980349726 0)",9.798119965829109
56,57,GPP0442,KZN 765 kV Strengthening - Pinetown Integration,Hector-Isundu 400 kV line,400.0,2027,KwaZulu-Natal,0.0476310187277,"LINESTRING Z (-1502863.804674782 -3463915.510182877 0, -1502299.5850708606 -3469237.7656465597 0, -1502138.115209069 -3469243.217666112 0)",5.513640632476262
57,58,,Tshwane Reinforcement: Phoebus Phase 2,Phoebus (Diphororo)-Kwagga 1st 275 kV line,275.0,2027,Gauteng,0.244411535949,"LINESTRING Z (-1839548.1056807293 -3036628.2206256897 0, -1839801.3077757736 -3036845.796363171 0, -1839824.6213888866 -3036867.489134867 0, -1839835.2755486062 -3036877.8518635235 0, -1840113.7394511518 -3037163.192651793 0, -1840327.009844732 -3037381.3238458764 0, -1840337.663223561 -3037391.6875435095 0, -1840391.042849747 -3037436.912291482 0, -1840449.4983827919 -3037475.246579854 0, -1840480.419283114 -3037491.114936032 0, -1840512.8209326174 -3037504.848322279 0, -1840517.8869732204 -3037506.9759236868 0, -1841411.0322942692 -3037849.292879985 0, -1842346.9276697352 -3038208.534307713 0, -1842352.5217183959 -3038210.7594812643 0, -1842384.9232966052 -3038224.4998962693 0, -1842415.8436987707 -3038240.3754028506 0, -1842445.8107665563 -3038258.4826907525 0, -1842474.4027754324 -3038278.1431058072 0, -1842502.0415174635 -3038300.0352135375 0, -1842552.0317722638 -3038348.8678871375 0, -1842593.2524258848 -3038400.9097307036 0, -1842773.2712494745 -3038657.559518801 0, -1842931.5698883706 -3038883.7822835934 0, -1842950.858533442 -3038909.5636066357 0, -1842973.314360788 -3038935.924043057 0, -1843023.3001387413 -3038984.7614258314 0, -1843050.936456405 -3039006.656335025 0, -1843079.526319407 -3039026.3198363017 0, -1843115.5062321038 -3039047.3348786943 0, -1843628.7487508734 -3039325.2616892583 0, -1844249.8224224336 -3039660.852620605 0, -1844518.9641221166 -3040023.5106906765 0, -1844709.4236939498 -3040949.8793936665 0, -1844838.5434494144 -3041579.3025267753 0, -1844849.352200942 -3041678.135291811 0, -1844849.5495767687 -3041685.9917994174 0, -1844850.0253745602 -3041954.3802293274 0, -1844850.061512589 -3042287.6592503865 0, -1844850.0234658616 -3042308.7074421747 0, -1844841.61260251 -3042521.3277386473 0, -1844831.211902768 -3042780.506937563 0, -1844823.4768000063 -3042852.4820400956 0, -1844763.720206522 -3043190.4468281497 0, -1844611.7070842548 -3043847.1807465646 0, -1844102.8072356898 -3044686.3230199125 0, -1843554.1406202465 -3045626.4196722177 0, -1842949.1325704432 -3047688.237586377 0, -1842336.6303098178 -3049778.064661171 0, -1842280.1285517523 -3049970.685204425 0, -1840830.1802903665 -3050475.5269818096 0, -1839979.0559067223 -3051365.5105801118 0, -1838503.0480677118 -3053174.628522157 0, -1838501.8870832901 -3053175.0168772414 0, -1837918.6836592294 -3053259.234079463 0, -1837557.6773601132 -3053311.4656790714 0, -1837555.989367581 -3053311.7573722955 0, -1837521.5953535694 -3053318.0756528582 0, -1837487.9355292297 -3053326.3328550733 0, -1837454.3757798555 -3053337.0139067112 0, -1837422.0773569997 -3053349.730452559 0, -1837418.5945977042 -3053350.895545128 0, -1837259.1989323539 -3053420.876649048 0, -1836858.0899051614 -3053597.8612163495 0, -1835298.8995023621 -3055711.8651329232 0, -1835068.91547774 -3056617.9033181635 0, -1834886.1378662428 -3057337.774598306 0, -1834877.8443978871 -3057368.1207232927 0, -1834844.3499599756 -3057491.2498328895 0)",27.92474052655211
58,59,GPP0005,JHB North Strenthening: Demeter 400 kV Integration,Loop in Pluto-Thuso 400 kV into Demeter,400.0,2022,Gauteng,0.241650543702,"MULTILINESTRING Z ((-1847021.0668171532 -3089312.6479955427 0, -1847195.2416911176 -3089283.1191566875 0, -1847501.647735327 -3089082.355174474 0, -1847741.2026794483 -3088587.881500893 0, -1847302.323543563 -3087598.176406956 0, -1846887.6068693227 -3087085.250860848 0, -1846563.860982671 -3086465.74554686 0, -1846461.5051251003 -3086163.263230213 0, -1845753.2396082832 -3085577.812193372 0, -1845379.8524872889 -3085379.6223425427 0, -1845243.0364003861 -3085258.1494001737 0, -1844404.534953917 -3084808.9852831475 0, -1844003.5413751933 -3084208.3509909185 0, -1844193.6828500582 -3082881.965738658 0, -1844092.4292070917 -3082064.907438708 0, -1843099.5567300478 -3081441.374836926 0, -1843034.8481700448 -3081235.772798057 0, -1843262.6854317458 -3080941.1024061744 0, -1843991.5070233028 -3078474.0269819153 0, -1844113.4526573918 -3078290.595343326 0), (-1847011.244917958 -3089254.7193876505 0, -1847173.3112853547 -3089227.242834304 0, -1847455.8529225695 -3089042.114231674 0, -1847676.4417984146 -3088586.787582554 0, -1847251.7551953276 -3087629.0854873075 0, -1846838.240503183 -3087117.644337927 0, -1846509.6710720812 -3086488.906603682 0, -1846411.2022567838 -3086197.9098087773 0, -1845720.4147399813 -3085626.9034375707 0, -1845346.1004915861 -3085428.2200651024 0, -1845209.1997045297 -3085306.6712768064 0, -1844363.836677262 -3084853.828542155 0, -1843942.1985877757 -3084222.269104773 0, -1844134.4168529771 -3082881.4001891245 0, -1844037.5604231446 -3082099.817762115 0, -1843050.0115873357 -3081479.6257344615 0, -1842969.5993030686 -3081224.1261095796 0, -1843209.472416257 -3080913.88870719 0, -1843937.6775214337 -3078448.886320009 0, -1844064.529960778 -3078258.0730470484 0))",27.48675675692515
59,60,GPP0014,JHB East Strengthening: North Rand Integration,North Rand - Chloorkop 1st and 2nd 132 kV lines,132.0,2027,Gauteng,0.0205219303378,"LINESTRING Z (-1819782.6338023157 -3095751.7585992105 0, -1819831.6800537715 -3095479.795035833 0, -1820264.499276693 -3095095.168098749 0, -1820336.0021253638 -3094352.286789699 0, -1820091.9362222357 -3093612.612788619 0)",2.380590913256074
60,61,GPP0018,JHB East Strengthening: Jupiter B,Jupiter B 275 kV Loop-ins,275.0,2028,Gauteng,0.0251285960043,"MULTILINESTRING Z ((-1823796.0642418223 -3113865.5372126247 0, -1824579.8489160147 -3112800.6553679737 0, -1824614.7586073778 -3112783.7034674324 0), (-1823778.0439279363 -3113826.2975151623 0, -1823774.4753438407 -3113819.1876108497 0), (-1823778.0439279363 -3113826.2975151623 0, -1823782.5137702702 -3113820.47073987 0), (-1823778.0439279363 -3113826.2975151623 0, -1823779.884976341 -3113857.767896 0, -1823798.131164616 -3113789.4378838176 0), (-1823798.131164616 -3113789.4378838176 0, -1823794.1008642847 -3113782.714063353 0), (-1823798.131164616 -3113789.4378838176 0, -1823803.9853620916 -3113784.297565552 0), (-1823798.131164616 -3113789.4378838176 0, -1823788.5547845196 -3113858.8572566905 0, -1824572.9548819559 -3112797.7179481736 0, -1824579.4885783219 -3112772.9285264136 0))",2.909511108083982
61,62,GPP0019,JHB East Strengthening: North Rand Integration,Double circuit 400 kV line (to be energised at 275 kV) Apollo- Esselen,275.0,2027,Gauteng,0.104784323672,"LINESTRING Z (-1813360.1143651512 -3074677.641252418 0, -1813519.0002537877 -3074713.9302298734 0, -1813600.7512720376 -3074864.8739687707 0, -1813480.6835019216 -3075190.5932494975 0, -1813279.7799652605 -3075422.8871756108 0, -1813281.544523913 -3075731.255259033 0, -1813173.4345360952 -3076024.508685471 0, -1809903.5800157492 -3081986.7300089076 0, -1811143.9334193906 -3083307.7659213035 0, -1811385.2727516694 -3083527.1042990205 0, -1812192.7026616684 -3084387.333004801 0, -1811979.2086936785 -3084587.261842572 0)",12.020312782356726
62,63,GPP0020,JHB East Strengthening: Jupiter B Integration,Matla-Jupiter B 1st and 2nd 400 kV line (operated at 275 kV),275.0,2027,Gauteng,1.16541667185,"LINESTRING Z (-1715455.8792823972 -3100487.7964946767 0, -1716197.1754035396 -3101011.114875094 0, -1716819.6205176427 -3100975.0160062937 0, -1717007.9832222066 -3100688.8162587145 0, -1718349.883883689 -3098679.1989643825 0, -1719691.6693612053 -3096669.2540262 0, -1719899.8611738682 -3096252.434509565 0, -1721188.1667473302 -3094291.3819376854 0, -1721634.9752689851 -3094256.7214151346 0, -1727096.2091375724 -3096550.8773521925 0, -1729734.1827036417 -3097109.96662762 0, -1732372.464270316 -3097669.26401378 0, -1735066.0924692666 -3098235.0411842894 0, -1737760.1463548266 -3098801.0723307733 0, -1738009.679564362 -3098940.8674750393 0, -1738263.597314476 -3098905.3602789883 0, -1740421.718231054 -3099359.0570864766 0, -1741679.493217695 -3099623.495818044 0, -1743183.908503105 -3099905.2786716204 0, -1744688.365620796 -3100186.9076193892 0, -1748528.802663342 -3101391.258032909 0, -1751067.250541653 -3102644.1330914143 0, -1755047.4794762027 -3103370.7803373504 0, -1760507.4947108468 -3104516.6940260003 0, -1761466.3814807404 -3105048.2427219697 0, -1762425.131569034 -3105579.8950481345 0, -1763068.807446078 -3105942.5658133933 0, -1763712.4679987794 -3106305.2919893065 0, -1766420.317889973 -3105970.713899279 0, -1767598.7133038575 -3106173.56562833 0, -1769435.4738902464 -3106567.165867731 0, -1770110.069210304 -3106373.9171911087 0, -1773514.0260601938 -3109163.512010115 0, -1774185.2191395108 -3109548.3112360216 0, -1778843.7255525114 -3107317.606930524 0, -1779908.651801085 -3107843.8624453773 0, -1780020.7603334072 -3108462.5792729515 0, -1780400.7124673557 -3108869.4049415626 0, -1782189.4513543863 -3109360.494502055 0, -1783137.4486090401 -3110913.0741720325 0, -1784204.4695962798 -3111535.338521522 0, -1785646.3252492421 -3111897.9941072436 0, -1787517.3756184503 -3113363.3216154925 0, -1789801.1374023836 -3114033.984832718 0, -1792440.9982152227 -3113744.1581090074 0, -1792623.9778007101 -3113871.3699437794 0, -1795057.1326670651 -3114020.4334073747 0, -1796020.3122026608 -3113690.861520271 0, -1796198.7832509214 -3113419.6066176076 0, -1797200.0017385217 -3113113.5810566745 0, -1799741.3932678667 -3112669.8194143963 0, -1801254.5819728975 -3113133.3486608597 0, -1801399.2978614317 -3113348.407699536 0, -1802533.1024555187 -3113879.588285714 0, -1804382.8751080334 -3115101.02619521 0, -1804612.969865892 -3115043.0280287745 0, -1807843.7809905605 -3117199.442022146 0, -1808195.0598601233 -3117300.542837964 0, -1809038.2435845407 -3116227.8119567554 0, -1810580.5981834903 -3116741.4668116947 0, -1811422.6905935626 -3116895.695683343 0, -1814172.6470655305 -3118329.592705635 0, -1817222.234686953 -3120394.957986709 0, -1817265.7696463577 -3120624.3072759225 0, -1818181.917994178 -3120995.584034067 0, -1818330.1052895952 -3120921.6782464576 0, -1818736.865798173 -3120354.20901143 0, -1819716.171218657 -3120094.6133683743 0, -1820531.1876293286 -3119131.2120480807 0, -1820785.4215669567 -3118888.3397154994 0, -1820803.4518559352 -3118738.150633915 0, -1821301.062185029 -3118185.0596443764 0, -1821447.2592471167 -3118092.435022426 0, -1821733.159730671 -3117440.527473599 0, -1821782.1611844017 -3117374.4065386546 0, -1821766.2062887726 -3117314.1087931017 0, -1821833.246464461 -3117253.8947832086 0, -1822137.2144554053 -3117115.8272740175 0, -1822156.8333143047 -3116808.280089062 0, -1822296.7559949537 -3116649.5934347403 0, -1822253.480021866 -3115688.708146113 0, -1822830.3637832575 -3115021.3546605455 0, -1823004.540594954 -3114266.775895889 0, -1823237.020061127 -3113966.228826709 0, -1823711.167250751 -3114024.800956358 0, -1823771.2494611493 -3113872.7706142403 0)",126.33935574621304
63,64,GPP0029,JHB North Strengthening Phase 2,Apollo-Lepini 1st 275 kV line,275.0,2024,Gauteng,0.193253635249,"LINESTRING Z (-1813853.015658434 -3074389.1763733504 0, -1814262.9442204027 -3074550.042969503 0, -1815885.4391002376 -3075076.2042379477 0, -1816003.964252619 -3075205.1414612844 0, -1816192.8898208304 -3075196.9229639135 0, -1816308.2738574026 -3075082.3092916706 0, -1818251.8647731408 -3074624.246505009 0, -1819066.116573805 -3075445.6439858563 0, -1821153.0650052507 -3075979.309382304 0, -1821193.9836467905 -3076108.3652551053 0, -1820799.2597886897 -3077973.11789278 0, -1820413.8355523213 -3078486.9770241664 0, -1820553.8612742596 -3080500.151144295 0, -1820391.8129092855 -3081169.482683062 0, -1820257.5984407645 -3082038.388828339 0, -1820370.410715898 -3083658.0001484305 0, -1820417.1404738445 -3084338.6142344726 0, -1821125.0536987092 -3088180.1279883063 0, -1820493.0525471866 -3088926.086624874 0, -1820541.1411194024 -3089098.874156542 0, -1820721.3743133317 -3089364.5489577665 0)",21.94019834325774
64,65,GPP0042,Simmerpan 275 KV Integration Phase 1,Jupiter B-Simmerpan 1st and 2nd 275 kV lines (uprate of 88 kV lines),275.0,2023,Gauteng,0.0452259322861,"LINESTRING Z (-1823760.8579358244 -3113859.581701805 0, -1823311.189026331 -3113728.0206704102 0, -1823269.4438921195 -3113720.75872238 0, -1823125.5797474915 -3113695.7100885864 0, -1823095.9974395223 -3113630.8091556625 0, -1822311.6501556658 -3113498.322084521 0, -1822147.9452386647 -3113431.2690185914 0, -1821009.501275769 -3113239.734184373 0, -1820600.3940466046 -3113291.715741514 0, -1820412.6611422705 -3113381.507961647 0, -1820321.842448358 -3113374.23260447 0, -1819976.6273904606 -3113237.2553598345 0, -1819780.5030238968 -3113020.385854628 0, -1819563.327810619 -3112801.7189004114 0, -1819453.3022752386 -3112631.443101819 0, -1819364.695108599 -3112533.338660863 0)",4.873570524216303
65,66,GPP0046,Johannesburg Central Strengthening,Etna-Quattro 1st and 2nd 400 kV lines (energised @ 275 kV),275.0,2021,Gauteng,0.141868663304,"LINESTRING Z (-1845138.652880595 -3136447.8731691446 0, -1845291.786351835 -3136253.3577520745 0, -1845338.7397285607 -3136003.6413888643 0, -1845707.2582424907 -3135374.6057180157 0, -1845677.5069427462 -3134936.680197586 0, -1845889.2786178812 -3134138.410462349 0, -1844745.222117668 -3133029.4252635753 0, -1843797.331968226 -3132981.291555279 0, -1841388.4134683325 -3130686.9340814515 0, -1840843.279729128 -3130000.935118274 0, -1840823.776612076 -3129742.7479133075 0, -1841008.9617362297 -3128977.054732747 0, -1840869.0370953768 -3128443.9408095283 0, -1841280.08242844 -3126205.7489949223 0, -1841347.979855001 -3126151.290621893 0, -1841722.3548573656 -3124018.1443303074 0, -1841806.6891716467 -3123799.4085359117 0, -1841894.840235347 -3123282.034428458 0, -1841838.1900768932 -3123235.30849118 0)",16.199845556608217
66,67,GPP0051,Vaal Strenthening Phase 2,Glockner-Etna 1st and 2nd 400 kV line (operate @ 275 kV),275.0,2020,Gauteng,0.295032424849,"LINESTRING Z (-1845049.3118149415 -3136249.6684848433 0, -1844601.3744922704 -3136229.1098383837 0, -1844297.4316607746 -3136419.115691481 0, -1844125.9442572664 -3136883.5108843218 0, -1843579.83005771 -3137902.5430409675 0, -1843566.3342242897 -3138550.4875966273 0, -1843085.1221748549 -3139952.817490137 0, -1843557.9891235153 -3140814.882096603 0, -1843635.743068898 -3141295.8828040627 0, -1843602.610836329 -3141652.9967998564 0, -1843453.2194333104 -3142065.314850395 0, -1843401.6032914487 -3142557.141326047 0, -1843604.4343231292 -3143305.211681727 0, -1843236.274992628 -3144603.9189348496 0, -1843209.1556830206 -3144820.425753359 0, -1842622.6559599848 -3146863.982122798 0, -1839960.997243729 -3149375.79859665 0, -1839028.7264909698 -3149217.5457146694 0, -1838735.239419526 -3149455.5564817693 0, -1838720.1178248934 -3149791.124325148 0, -1838594.7344161123 -3150728.3925734065 0, -1838577.5385757359 -3151017.79783074 0, -1838528.1169329798 -3151220.366791637 0, -1838477.2428442948 -3151544.307652096 0, -1837672.9344032295 -3154349.129088931 0, -1837421.08499275 -3154556.452583852 0, -1836679.029434694 -3155295.393805644 0, -1835905.8579222644 -3155629.743092721 0, -1835824.9144815789 -3156764.429905214 0, -1835645.8727807421 -3157243.326435476 0, -1834530.7765661273 -3157809.8617681195 0, -1834211.5601825616 -3158001.887419433 0, -1833402.4260753086 -3158405.7536842492 0, -1833394.3449176662 -3158583.28955657 0, -1832980.5954784118 -3158796.7850633212 0, -1831010.3538409998 -3158331.104992894 0, -1829471.8876495059 -3159686.2763486546 0, -1828691.1750134556 -3159881.925013181 0)",33.74423209986436
67,68,GPP0056,West Rand Strengthening Phase 1,Hera-Westgate 1st 400 kV line,400.0,2025,Gauteng,0.341488139801,"LINESTRING Z (-1865569.458643251 -3148263.364173851 0, -1865570.1365581765 -3147992.080124969 0, -1868042.1796654607 -3145760.184855862 0, -1868119.1320019295 -3145026.1308322945 0, -1866771.175998407 -3142139.5383932777 0, -1866840.1218035598 -3141457.2740929658 0, -1866736.6444984726 -3141112.44452239 0, -1866668.7162926574 -3139026.4261566424 0, -1867012.4000525083 -3136813.7155376193 0, -1866948.7772945845 -3134397.916979434 0, -1865218.2493953314 -3131389.5323502733 0, -1865181.8069816362 -3131199.526947115 0, -1863482.8394169211 -3128393.154400343 0, -1863550.3856103695 -3128090.265323288 0, -1863517.2687706836 -3126825.4886965277 0, -1863299.3916269443 -3126543.2542363848 0, -1862970.4090900724 -3124819.2531961696 0, -1862920.5275723082 -3124390.8627594463 0, -1863339.6729362714 -3123753.048603879 0, -1863343.0372796915 -3121953.820440205 0, -1863273.7818958187 -3120570.6415056703 0, -1863236.1200378067 -3119663.0047261952 0, -1863587.2740247254 -3119299.883250682 0, -1863890.3558524493 -3116825.6394951125 0, -1864228.864760066 -3115760.148459628 0, -1863141.4357773638 -3112362.8124269675 0, -1863102.8998313486 -3111663.0768999276 0)",39.61713566971042
68,69,GPP0150,Tshwane Reinforcement: Phoebus Phase 2,Pelly-Phoebus/Diphororo 1st 275 kV line,275.0,2027,Gauteng,0.285683395226,"LINESTRING Z (-1839178.3369485373 -3036484.816157309 0, -1838798.2746116342 -3036275.4792489517 0, -1838998.512694887 -3035905.0421147947 0, -1837944.4399938164 -3031237.5212161853 0, -1837633.0749267023 -3029883.310685065 0, -1837448.934121875 -3029585.1957471496 0, -1836296.1805602224 -3028614.1710299407 0, -1832942.9375955234 -3028289.2025848534 0, -1832880.0420272592 -3024157.9112926302 0, -1829866.2006557425 -3022865.344467897 0, -1829548.6916754623 -3022720.4342131075 0, -1825648.0685025314 -3021621.3083164264 0, -1824446.5317198304 -3020178.077012682 0, -1825085.7465953813 -3019043.357126841 0, -1824489.928305233 -3017239.8624241482 0, -1822943.3609074573 -3016068.0245575528 0, -1822917.48181515 -3016048.424481116 0, -1822453.6633739355 -3015697.0271074134 0, -1822177.6546319257 -3015676.659966827 0)",31.979982006790095
69,70,GPP0151,Tshwane Reinforcement: Diphororo Phase 1,Diphororo 400 kV loop-in (Apollo-Dinaledi 400 kV line),400.0,2021,Gauteng,0.00312285628001,"MULTILINESTRING Z ((-1839208.5303253 -3036366.0275203274 0, -1839223.1938094632 -3036222.5703894794 0, -1839209.5054116985 -3036185.3450827887 0), (-1839222.9499381436 -3036368.053878007 0, -1839235.7062439956 -3036223.0411337335 0, -1839257.202110889 -3036191.673734346 0))",0.36746572043322945
70,71,GPP0162,Tshwane Reinforcement: Wildebees Phase 1,Apollo-Dinaledi 400 kV line into Wildebees,400.0,2021,Gauteng,0.00813721322192,"MULTILINESTRING Z ((-1801432.3386570252 -3052655.223820896 0, -1801442.265681665 -3052672.192104469 0), (-1801432.3386570252 -3052655.223820896 0, -1801422.2661896506 -3052638.0075344685 0), (-1802078.5285426658 -3052049.868150172 0, -1801432.3386570252 -3052655.223820896 0))",0.9250523705501948
71,72,GPP0410,JHB East Strengthening: North Rand Integration,North Rand-Sebeza lines (to be energised at 275 kV),275.0,2027,Gauteng,0.047113185667,"LINESTRING Z (-1819769.1815980207 -3095739.421393933 0, -1819665.48120623 -3095592.365852525 0, -1819508.241915462 -3095674.0218091765 0, -1819539.6336222943 -3095746.8402297245 0, -1819151.5116935861 -3096191.810735423 0, -1818356.3922123555 -3096663.0959184514 0, -1818075.2687070747 -3096626.1180504435 0, -1817682.268920721 -3097368.276384246 0, -1817596.5149952369 -3097686.3243204877 0, -1817556.8556202576 -3097833.4094403023 0, -1818200.951227164 -3098176.2206057687 0, -1818199.0361693166 -3098369.7379401103 0, -1817884.4498482584 -3098848.344651075 0, -1817871.5653978293 -3099042.2089703907 0, -1817952.2804398225 -3099084.873769217 0)",5.337744717712495
72,73,GPP0411,JHB East Strengthening: North Rand Integration,North Rand-Sebeza lines (to be energised at 275 kV),275.0,2027,Gauteng,0.0475212333371,"LINESTRING Z (-1819771.116950824 -3095710.0440329877 0, -1819675.0216588653 -3095571.144973794 0, -1819491.2225046288 -3095666.5909174182 0, -1819522.6144142807 -3095739.4092358947 0, -1819134.493519934 -3096184.379971184 0, -1818356.333759232 -3096645.613834668 0, -1818064.619871858 -3096607.313812014 0, -1817665.2536708238 -3097360.8469438124 0, -1817579.5003618873 -3097678.8947271593 0, -1817534.5968429805 -3097850.90389178 0, -1818183.738166898 -3098188.909595126 0, -1818182.0224713124 -3098362.3066282696 0, -1817867.437083309 -3098840.913503524 0, -1817853.0032144422 -3099059.270119316 0, -1817927.7846852299 -3099096.0029641716 0)",5.384718162869532
73,74,,Makalu Strengthening,Loop in one of Lethabo-Mkalu 275 kV lines into Igesi Substation,275.0,2023,Free State,0.234175260785,"MULTILINESTRING Z ((-1831325.0120155094 -3182406.184912032 0, -1832353.4455558104 -3182063.728107662 0, -1843624.2806009743 -3183266.536903693 0), (-1843614.8590737134 -3183161.036012839 0, -1832369.141876415 -3181950.9795438936 0, -1831240.7895422727 -3181602.1320880447 0))",24.910466011736812
74,75,GPP0413,Bloemfontein Strengthening Phase 2,2 x Beta-Harvard 400 kV lines,400.0,2023,Free State,1.30423915169,"MULTILINESTRING Z ((-2013416.3150683776 -3456142.242749051 0, -2004355.9500448979 -3451809.010220138 0, -1998318.662337677 -3456949.5955092125 0, -1998296.193089494 -3460847.667579675 0, -1981197.6655780142 -3482007.600792483 0, -1972060.775577542 -3485785.6116009485 0, -1967458.7735983334 -3493511.6661651004 0, -1962536.2517761271 -3490806.3920947257 0), (-2013329.1014859737 -3455508.1561124283 0, -2004374.0169045692 -3450342.0132438107 0, -1997384.0037113344 -3456362.045645197 0, -1997310.4148433032 -3460654.1191735407 0, -1980528.0440684846 -3480893.500164033 0, -1971428.6393896695 -3484780.346783565 0, -1966895.535424414 -3492514.7639748533 0, -1962604.3812764394 -3490695.298145505 0))",147.24146697416336
75,76,GPP0706,Sorata Substation Strengthening,Sorata-Tugela 400 kV line (operated at 275 kV),275.0,2027,Free State,0.511113632725,"LINESTRING Z (-1695414.424504457 -3337930.320499667 0, -1695019.3850792926 -3337787.554405567 0, -1692292.7082499438 -3338647.057804209 0, -1685839.7226729211 -3341931.223217532 0, -1679536.1949499394 -3343301.666686278 0, -1677562.567523168 -3345592.7390936594 0, -1670277.8663434116 -3352549.1086736727 0, -1668653.7005734057 -3353907.4973627464 0, -1666129.0884798104 -3355439.3958160086 0, -1662167.1537510804 -3358056.011643128 0, -1661104.7698377674 -3358946.315036885 0, -1660696.139924305 -3359266.602903806 0, -1660319.7913837438 -3359597.871075431 0, -1658582.4311967832 -3360448.1396851633 0, -1658136.487021897 -3360582.6779640196 0, -1656602.3337312671 -3360244.1289851516 0, -1653474.4822132126 -3361312.169986324 0, -1650707.5120833348 -3362097.743391264 0, -1649149.4652122254 -3361904.674524734 0, -1647971.38018747 -3362136.309100914 0, -1647747.7616013046 -3362002.996769249 0)",55.47559806144709
76,77,GPP0295,Nuclear 1 Integration: Thyspunt,Thuyspunt-Dedisa 1st 400 kV line,400.0,2027,Eastern Cape,1.47497378296,"LINESTRING Z (-1953746.43817202 -4109448.0197531944 0, -1956167.4577747975 -4105860.7189244465 0, -1957124.4814548488 -4103475.37224096 0, -1957876.9527243203 -4100194.837013631 0, -1960849.615491765 -4093480.8067997503 0, -1961272.2944872766 -4091203.5504305814 0, -1960604.3967128312 -4089432.834032015 0, -1955416.033681647 -4087788.826058762 0, -1950993.089895849 -4086977.762975608 0, -1948798.8524028691 -4083092.590276154 0, -1948604.220319881 -4078189.1017963015 0, -1946983.2190435412 -4075407.024395197 0, -1942946.2943894477 -4073270.003537431 0, -1942848.4508848884 -4070635.2498376914 0, -1942447.8438583026 -4066870.5600011214 0, -1938383.624666146 -4065492.5499391085 0, -1937632.1547479713 -4064580.036279753 0, -1937405.3655076828 -4060925.3324345713 0, -1937717.498521185 -4057341.937403399 0, -1936024.0120959566 -4054887.16668191 0, -1934258.6911842958 -4053949.9237627247 0, -1933359.8277740227 -4053669.097481724 0, -1931751.539201077 -4053663.302574093 0, -1918364.543899863 -4057454.594547248 0, -1914575.4077727245 -4059524.808693619 0, -1912890.7017711634 -4059304.6512456094 0, -1910402.1733339094 -4059229.5497142524 0, -1904441.471825791 -4056090.6318315193 0, -1903651.5547290817 -4054076.6640322898 0, -1903689.8221628098 -4051893.9640033166 0, -1904448.6795507427 -4050579.793407159 0, -1906260.62256512 -4049291.6753885783 0, -1907890.4207329121 -4047090.9238846963 0, -1907498.9190601548 -4044845.5912915715 0, -1906368.6885239854 -4043131.893422231 0, -1905642.8765164744 -4042465.1625413606 0, -1904245.9258176712 -4041514.5710396157 0, -1900070.7564988532 -4041739.121557602 0, -1898233.4527623015 -4041077.8741920264 0, -1886995.462166503 -4039163.0098961596 0, -1884564.2091371184 -4035372.0809294507 0, -1878891.1457248796 -4035487.4348384393 0, -1878854.2029894418 -4034938.287356309 0, -1878675.497040464 -4034404.26940971 0, -1877988.6894001984 -4034373.3092554444 0, -1876164.7233841172 -4034619.9977839217 0, -1875679.2686246457 -4034657.099588869 0, -1875202.5152720814 -4034756.4223214295 0, -1874257.2186378222 -4035781.0661069686 0, -1874257.5742715942 -4036208.0478550093 0, -1874315.3478354109 -4036844.860615677 0, -1874282.1819671732 -4036970.9467968876 0)",157.50449897986502
