,OBJECTID_1,GP_Project,SchemeName,PrjctName,Voltage,ExpectedCO,Province,Shape_Leng,geometry,length
17,18,GPP0563,Namaqualand Strengthening,2nd Gromis-Oranjemond 220 kV lines,220.0,2021,Northern Cape,1.21010317538,"LINESTRING Z (-2974824.311982816 -3698620.3786478 0, -2937757.0199759966 -3730112.881029476 0, -2888069.495338528 -3788901.219631704 0, -2870698.2030691593 -3805536.3518956844 0)",149.66439942653
18,19,GPP0265,Kimberley Strengthening Phase 3,Umtu-Ferrum 400 kV 1st 400 kV line,400.0,2026,Northern Cape,0.766478552306,"LINESTRING Z (-2316137.6646871935 -3404319.4167187484 0, -2308466.4278580127 -3401639.910361003 0, -2306937.2444203696 -3397912.4831800433 0, -2308012.3167179814 -3394708.1591547015 0, -2309430.870607801 -3388152.292062863 0, -2309749.598722921 -3386340.456669523 0, -2316151.403629507 -3383534.911036247 0, -2325876.6850940883 -3369010.492839992 0, -2328851.5039362665 -3367561.326960406 0, -2336469.6720365393 -3368738.169082622 0, -2338744.993934566 -3367051.267791285 0, -2340351.732159509 -3360490.369109077 0, -2338030.5287735425 -3355962.493040162 0, -2340932.35454103 -3349296.372950234 0, -2343644.634392131 -3349364.5919295847 0, -2344734.5568426107 -3347583.8868027963 0, -2347526.5181272454 -3348028.2111510714 0)",89.1423356360779
19,20,GPP0265,Kimberley Strengthening Phase 3,Mookodi-Umtu 1st 400 kV line,400.0,2026,Northern Cape,1.93915254578,"LINESTRING Z (-2347424.1797310514 -3347949.3466067677 0, -2344632.4645438157 -3347506.010211443 0, -2343592.1851674495 -3349239.15190026 0, -2337153.9924540906 -3349073.5444683777 0, -2335366.0593836526 -3346976.883139608 0, -2333609.183066729 -3345429.122569548 0, -2332446.8197110393 -3344916.0587878623 0, -2328369.576476317 -3342011.4445713116 0, -2325769.734827917 -3341920.8871709486 0, -2323674.2269472796 -3342528.1569405342 0, -2320310.766552692 -3342351.5688264817 0, -2315015.194815214 -3338727.198769301 0, -2305019.6920154784 -3343673.335453042 0, -2273692.1280500707 -3335452.659972433 0, -2256176.1136833336 -3331049.8005527696 0, -2246436.9858069494 -3325608.7175552645 0, -2225314.9136174684 -3318631.8825385836 0, -2208455.309749408 -3305370.007086787 0, -2197481.6409485396 -3301461.378922342 0, -2196706.1509529874 -3301535.389514574 0, -2189167.65553812 -3299048.7658273717 0, -2183030.6213399777 -3295230.7672543842 0, -2170007.401779942 -3285679.197384184 0, -2162755.9065660243 -3277803.771767789 0, -2159255.568585578 -3278321.320213398 0, -2158822.990992099 -3278333.959561507 0, -2158688.3675779738 -3278049.2014948274 0, -2158845.1914569363 -3277840.7308809813 0)",212.6793057939018
20,21,GPP0110,Highveld North-West and Lowveld North Reinforcement - Phase 1,Turn in Kendal-Arnot 400 kV line into Emkhiweni 400/132 kV Substation,400.0,2023,Mpumalanga,0.0616628589331,"MULTILINESTRING Z ((-1695966.2438866328 -3048241.6758986483 0, -1695705.879353159 -3047991.447312592 0, -1695492.243021219 -3047786.133079145 0, -1695235.6256485968 -3047539.5170694273 0, -1695090.9489118475 -3047249.7685221396 0, -1694896.605324111 -3046706.3089011256 0, -1694754.401939502 -3046308.682946168 0, -1694628.049803412 -3045955.407602518 0, -1694490.1292665876 -3045569.8063276904 0, -1694200.017532886 -3045439.820479261 0), (-1695994.9859863287 -3048210.419288132 0, -1695740.3630243181 -3047956.484069009 0, -1695530.3778249412 -3047747.070751445 0, -1695285.5164120207 -3047502.884450759 0, -1695142.9038318875 -3047224.114897714 0, -1694952.052321022 -3046686.6514285845 0, -1694810.8626655447 -3046289.0750237773 0, -1694685.4483147115 -3045935.9378067083 0, -1694556.0834707124 -3045571.7018820504 0, -1694667.149515559 -3045150.7042951332 0))",6.943281451296982
21,22,GPP0116,Highveld South Reinforcement 2,Turn in Kriel-Tutuka 400 kV line into Mulalo substation,400.0,2023,Mpumalanga,0.083379639156,"MULTILINESTRING Z ((-1712855.9959286759 -3124989.5643043895 0, -1712827.5488114995 -3125463.964310663 0), (-1712855.9959286759 -3124989.5643043895 0, -1712884.2179770237 -3124518.6564503526 0), (-1720811.6992799216 -3125538.1343860133 0, -1712855.9959286759 -3124989.5643043895 0))",8.921598650929868
22,23,GPP0118,Highveld South Reinforcement 2,Turn in Kriel-Zeus 400 kV line into Mulalo substation,400.0,2023,Mpumalanga,0.000706205112512,"MULTILINESTRING Z ((-1720818.0147391963 -3125530.9824520955 0, -1720799.413851061 -3125474.5195961627 0), (-1720799.413851061 -3125474.5195961627 0, -1720790.3521732003 -3125477.552267259 0), (-1720799.413851061 -3125474.5195961627 0, -1720809.5673137768 -3125471.121912978 0))",0.07971040600002291
23,24,GPP0125,Kusile PS Integration,Kusile Integration Phase 2: Kusile-Lulamisa 1st 400 kV line,400.0,2019,Mpumalanga,1.03957400989,"LINESTRING Z (-1746315.6701115994 -3061691.9827971905 0, -1746699.926626495 -3061487.9634878696 0, -1747103.3624376445 -3061273.7555375583 0, -1747437.7627549698 -3061096.1992119364 0, -1747792.62712587 -3060907.771087396 0, -1748196.966362345 -3060693.068938698 0, -1748599.8759261593 -3060479.116643254 0, -1749002.7661400689 -3060265.1705320315 0, -1749350.1042803065 -3060080.7216360667 0, -1749478.937087683 -3059809.7399598467 0, -1749602.8300249223 -3059549.1401133034 0, -1749597.1880090637 -3059007.270230492 0, -1749593.1141472855 -3058616.878802637 0, -1749584.6296826531 -3057806.4634689707 0, -1749828.5456979764 -3056964.6863947334 0, -1755113.391161106 -3057795.0993693946 0, -1756769.7288860981 -3058757.0925579276 0, -1757534.3942421353 -3058586.6002618168 0, -1762561.6299918103 -3059500.826420362 0, -1766578.4015622567 -3059316.0101730707 0, -1767796.871326068 -3059533.885968799 0, -1771185.9084959934 -3059671.1463541063 0, -1774408.7547367555 -3060375.2625368177 0, -1779635.6750903446 -3060934.786639875 0, -1782641.035706616 -3061583.997765171 0, -1789549.5154850706 -3065342.8007884156 0, -1794651.8796346062 -3067333.5708640954 0, -1800175.958146228 -3072045.361755752 0, -1812503.1944676777 -3075437.151681359 0, -1817868.5976596582 -3076185.907750419 0, -1826278.166079387 -3078567.145793017 0, -1832038.5531685692 -3079685.3753757617 0, -1843639.8058976098 -3078515.697890008 0, -1840217.837395343 -3084963.774134166 0)",112.45586686420964
24,25,GPP0130,Kusile PS Integration,Kendal-Zeus 1st 400 kV line,400.0,2019,Mpumalanga,0.628282407762,"LINESTRING Z (-1736523.678662255 -3080724.648907304 0, -1736532.0170847801 -3080633.6188604333 0, -1736165.2619588124 -3080332.951668301 0, -1735342.1770694712 -3080354.510446492 0, -1734889.7990283961 -3080714.8015920804 0, -1734369.595913913 -3083214.7442508545 0, -1734418.154382113 -3088032.541626555 0, -1732198.6170830606 -3097683.409474095 0, -1729048.0850478527 -3101885.038923007 0, -1728753.0878831353 -3104103.2789227394 0, -1727110.123913263 -3105142.6435853997 0, -1726122.8663580636 -3112486.0040818616 0, -1721482.8757126592 -3125581.5822991705 0, -1721711.4900834798 -3129787.957627327 0, -1716737.5838457532 -3136076.834675053 0, -1716181.4568863534 -3138026.3587528476 0, -1713351.890886189 -3142900.5171640697 0, -1712952.5471903328 -3144157.5265822476 0, -1712060.5361411883 -3145831.779081039 0)",73.08780609495382
25,26,GPP0134,Lowveld Strengthening Phase 2 B,Gumeni-Marathon 400 kV line,400.0,2024,Mpumalanga,0.894346491568,"LINESTRING Z (-1611885.7405383526 -3019935.3034439757 0, -1611757.8384913579 -3020071.757783494 0, -1611362.1825781334 -3019910.7453490077 0, -1611375.6871559424 -3019234.133977039 0, -1611341.5991448113 -3019119.194676496 0, -1609549.1456906786 -3018978.768197132 0, -1608131.5571868531 -3018504.8361099074 0, -1606653.561395578 -3019534.2716994514 0, -1596506.0867530885 -3014545.4392574113 0, -1594377.597582018 -3012096.540002918 0, -1590604.4024175468 -3008304.0799785866 0, -1587950.9031430918 -3006801.8990587513 0, -1586247.514555795 -3005123.7453660564 0, -1585618.568237861 -3001779.1176551017 0, -1582475.016359664 -2998344.803450803 0, -1580989.0609647534 -2998047.223415002 0, -1579385.6465906797 -2997417.066689601 0, -1575793.086265473 -2996417.1068207086 0, -1571135.4510742058 -2993968.8569427817 0, -1568984.4275965893 -2992232.209829637 0, -1567238.4331575888 -2991958.3686969033 0, -1566931.2262485137 -2991710.3698456115 0, -1566768.3462761503 -2989163.7538626078 0, -1566019.6042482306 -2986534.8596056425 0, -1566115.2184343294 -2986121.7338799057 0, -1566164.1863505626 -2984033.1653198805 0, -1566617.1082459404 -2983675.2674437184 0, -1566627.6805494565 -2983232.2274797424 0, -1566653.7404400262 -2982933.9891476696 0, -1566642.2783722295 -2982595.1907786024 0, -1566726.8210598177 -2981366.4076130944 0, -1567234.497385995 -2980445.5783572244 0, -1566944.2394087112 -2979767.917969082 0, -1566649.5726301195 -2979688.3516275664 0, -1565759.7204489184 -2978399.960083938 0, -1564141.4054723957 -2977409.8756342717 0, -1561894.967556928 -2975828.4740477875 0, -1559055.136771231 -2975277.7806869973 0, -1556653.2648395505 -2974555.738867388 0, -1556537.9163296453 -2974009.117760882 0, -1555924.9452365153 -2973695.932492158 0, -1555659.0796687943 -2971037.8535405793 0, -1554102.671095463 -2970299.269899111 0, -1552156.6651963063 -2969193.777620116 0, -1549044.078891034 -2968810.439324125 0, -1545794.4351895761 -2969001.1137832343 0, -1545143.9366409378 -2968642.2271183073 0, -1545231.4319963416 -2968082.522439997 0, -1545439.7668362248 -2968041.5950887385 0, -1545573.3325974501 -2968194.6194798076 0)",97.45121280248273
26,27,GPP0367,Khanyisa Power Station Integration,Turn in Kusile-Vulcan 400 kV line,400.0,2020,Mpumalanga,0.0648582244322,"MULTILINESTRING Z ((-1712818.7675345675 -3058936.4994936 0, -1712969.4641956529 -3058910.7103071916 0, -1713063.7412477788 -3059113.162673153 0, -1713105.006131546 -3062485.7836736916 0), (-1713360.8805741062 -3058843.676970617 0, -1713200.0029766918 -3058871.2288551996 0, -1713089.2555986578 -3059109.163845387 0, -1713146.7553893789 -3062489.386318986 0))",7.555465823027757
27,28,GPP0674,Kusile PS Integration,Kendal-Zeus 2nd 400 kV line,400.0,2019,Mpumalanga,0.629808025791,"LINESTRING Z (-1736581.8469281183 -3080729.977350576 0, -1736593.011428474 -3080608.092317281 0, -1736185.4737575916 -3080273.992819105 0, -1735321.090663272 -3080296.6361337276 0, -1734836.9122027908 -3080682.2560951808 0, -1734311.129641857 -3083209.0248354096 0, -1734359.6834202572 -3088026.206435335 0, -1732144.480094579 -3097658.2669951883 0, -1728992.2168682362 -3101862.21630374 0, -1728698.80957876 -3104068.5281637264 0, -1727055.8858566293 -3105107.8715523384 0, -1726065.8157215095 -3112472.2241066145 0, -1721423.961817827 -3125573.085990047 0, -1721652.014773673 -3129769.0761260344 0, -1716684.6445031874 -3136049.7049964215 0, -1716127.3420793214 -3138003.359302249 0, -1713298.2265440617 -3142876.7559179454 0, -1712898.5581173268 -3144134.7923576236 0, -1712009.0525378208 -3145804.347627467 0)",73.25681259508865
28,29,GPP0147,Tubatse Strengthening Scheme Phase 1,Tubatse (Manogeng)-Senakangwedi B (Maphuta) 1st 400 kV line,400.0,2022,Limpopo,0.450680585689,"LINESTRING Z (-1638738.82499335 -2925713.594715495 0, -1643467.3909410033 -2924627.9062102353 0, -1647138.532582494 -2923919.7600192097 0, -1652360.7183085652 -2925006.027031387 0, -1654223.6392334476 -2926501.236106941 0, -1655634.6905028513 -2928845.861012221 0, -1661406.3019134197 -2936422.6139382916 0, -1663244.886432211 -2939895.5444109817 0, -1664004.9563408536 -2940501.9528427217 0, -1665026.2020939868 -2941515.8051689435 0, -1664623.577803108 -2943518.746856407 0, -1663070.2758856867 -2944778.5291129965 0, -1662929.7052734038 -2945141.457402035 0, -1663226.860714673 -2945935.916016457 0, -1662536.9303345755 -2950196.6126300474 0, -1662885.347235579 -2950893.9013818344 0, -1666285.2631853148 -2952435.998998344 0, -1666400.492738166 -2953379.135821184 0)",49.97471849671763
29,30,GPP0219,Nzhelele 400 kV Integration,Tabor-Nzhelele 400 kV line,400.0,2022,Limpopo,0.876202551799,"LINESTRING Z (-1699028.859069488 -2666488.091197151 0, -1699874.984569909 -2673709.4293007446 0, -1699568.4237554292 -2674253.5068947193 0, -1700855.0738777248 -2685187.011539027 0, -1701728.7299598982 -2685789.556962858 0, -1701734.52190466 -2688771.197029328 0, -1701114.2452903157 -2690278.1298269746 0, -1701057.300374655 -2691914.6570944204 0, -1700886.0066971253 -2692102.250284018 0, -1701265.188218697 -2693700.147133365 0, -1701138.9782903166 -2694329.783903345 0, -1698556.3655352537 -2695077.1509020072 0, -1698251.908142129 -2695639.7193886675 0, -1698096.5176628954 -2697119.8710955665 0, -1697475.3961095284 -2697533.196326723 0, -1696604.1282714414 -2698443.7549308557 0, -1696046.9062644485 -2698930.5788656883 0, -1695706.2706888993 -2699105.937233591 0, -1695551.8271378833 -2699030.6229928564 0, -1691462.5333578377 -2701148.411092428 0, -1690587.7611988108 -2702463.364222964 0, -1690649.4031968182 -2702705.649219744 0, -1691087.2314324677 -2703098.903650961 0, -1690885.943525849 -2704039.8107008673 0, -1690244.1891204435 -2706200.153662577 0, -1690553.5588611872 -2706783.8260959163 0, -1690678.1568036308 -2707457.184793016 0, -1690935.3723300337 -2708351.570170231 0, -1692644.8251785287 -2709128.368091925 0, -1692986.9849246377 -2709936.056509269 0, -1692099.6016976093 -2713271.533730605 0, -1692218.7905455218 -2713552.8243690943 0, -1691990.2234414848 -2718089.3183416603 0, -1695576.2274046526 -2720809.140867409 0, -1697808.35814323 -2722383.996377203 0, -1699463.193827934 -2723241.708256085 0, -1699575.7990937568 -2723513.582980431 0, -1699845.9276459734 -2723623.4277744195 0, -1702455.5702398927 -2731999.275472489 0, -1702977.7038690783 -2732623.4203495653 0, -1702961.6810577284 -2733362.124892979 0, -1703488.0241415896 -2734634.5906992317 0, -1703410.1199108595 -2735453.2998581645 0, -1703822.1286639888 -2737250.2940964126 0, -1703473.903263946 -2738190.329115394 0, -1703333.289858547 -2738257.7458482613 0, -1702216.445177474 -2740433.048246658 0, -1702269.889783471 -2740705.645828957 0, -1703200.2075886205 -2741555.371750169 0, -1703274.1424067463 -2743402.244530882 0, -1702387.5534806647 -2745123.346982534 0, -1702359.660111981 -2745294.012463158 0, -1702116.6718045734 -2745857.708692012 0, -1701781.8047378217 -2747017.6461971207 0, -1701479.0805290816 -2747218.5234589786 0, -1701382.0904891938 -2747510.805260628 0, -1702661.1514433217 -2751460.218108575 0, -1702873.2242581486 -2751587.813513463 0, -1702980.4758716947 -2751768.6384026823 0)",100.69062119222541
30,31,GPP0221,Nzhelele 400 kV Integration,Borutho-Nzhelele 1st 400 kV line,400.0,2022,Limpopo,1.86155960755,"LINESTRING Z (-1699090.3356860103 -2666167.5128912833 0, -1699444.1788863647 -2666129.4008112126 0, -1701399.602777881 -2667463.675117984 0, -1713224.7547478634 -2672656.0446993923 0, -1716751.3688086625 -2679028.703230136 0, -1718051.7190672075 -2680148.1392320576 0, -1729691.4739510585 -2683962.892816639 0, -1733028.1743146079 -2685878.017526672 0, -1736336.491095428 -2688782.8641934614 0, -1740398.5598978167 -2689672.0186052946 0, -1743934.5389362285 -2690677.4170836946 0, -1744731.351762598 -2691204.5348835494 0, -1746955.8764172946 -2693098.120839429 0, -1758835.1388016767 -2703847.8925979296 0, -1762118.3388301092 -2705853.970118658 0, -1764387.457568766 -2707448.598733694 0, -1768033.0009395415 -2710024.8292970294 0, -1768230.102857559 -2710555.9066636963 0, -1766984.5452387948 -2712907.6566077447 0, -1766282.588602845 -2716043.846418551 0, -1766129.8318937663 -2716381.70189558 0, -1765282.2395637026 -2717892.2283778237 0, -1765339.0465219375 -2718240.948358001 0, -1763226.2463609306 -2726653.8918546485 0, -1763182.236180225 -2726985.9572184775 0, -1761467.2107249433 -2730272.1387934377 0, -1759851.7357263686 -2732804.5044921474 0, -1758524.9976898138 -2736507.476292574 0, -1758890.8501346214 -2744375.7750932174 0, -1759241.6163232783 -2758294.0182952704 0, -1759231.9165316438 -2764430.2734083277 0, -1761851.7178715863 -2773145.9060693206 0, -1761744.5627511786 -2806939.468391947 0, -1771347.4198395861 -2820143.2796398345 0, -1776337.2802683148 -2820470.6531648347 0, -1779722.7358341664 -2826620.7571650413 0, -1779641.2275777603 -2826876.3568372326 0)",211.95007685437528
31,32,GPP0363,Tubatse Strengthening Scheme Phase 1,Arnot-Merensky 400 kV loop-out into Senakangwedi B (Maphutha) Substation,400.0,2022,Limpopo,0.0493756548982,"MULTILINESTRING Z ((-1638747.6684793192 -2925740.167606081 0, -1640726.1393190897 -2924404.2348573203 0, -1640912.564923962 -2924434.2309689783 0), (-1638592.9489082578 -2925645.392023052 0, -1640741.9658035985 -2924173.7823803034 0, -1640893.038830182 -2923895.1873422796 0))",5.497608154120699
32,33,GPP0458,Tubatse Strengthening Scheme Phase 1,Witkop-Senakangwedi B (Maphutha) 1st 400 kV line,400.0,2025,Limpopo,1.37766037577,"LINESTRING Z (-1736082.8413808076 -2836873.9304496674 0, -1719308.8845739411 -2847434.888981717 0, -1713952.1394807198 -2852853.043611643 0, -1686962.5902323155 -2851662.6198552633 0, -1663201.3318826808 -2856592.9965219772 0, -1651324.1360434345 -2867235.4846284324 0, -1652453.0771093643 -2878192.999320276 0, -1649187.534078991 -2894711.9034122163 0, -1643386.0075655761 -2913874.9487542678 0, -1638577.8820737996 -2925550.9276252533 0)",155.17503977910556
33,34,GPP0576,Waterberg Generation 400 kV Stability Enhancement,Borutho-Marble Hall (Silimela) 1st 400 kV line,400.0,2023,Limpopo,1.35834308902,"LINESTRING Z (-1779884.4399930513 -2828234.396358893 0, -1780531.430764446 -2834721.303727341 0, -1776120.1194116292 -2841580.8233592864 0, -1775774.219008856 -2844046.093957212 0, -1773775.2712504962 -2847208.5055326056 0, -1772381.5111997793 -2850972.6881844164 0, -1771005.4329339857 -2853980.074428267 0, -1769268.3578852601 -2854799.5241282065 0, -1769024.9111802434 -2857315.1180840973 0, -1768542.5913351588 -2858005.202799811 0, -1768173.0913760336 -2861914.056243572 0, -1768317.2421304933 -2862497.7799479123 0, -1767740.46775814 -2864524.600051107 0, -1767350.7272117632 -2866217.1068990263 0, -1767313.128416766 -2869070.395801874 0, -1767426.4307923503 -2870291.4160551676 0, -1767698.3889924386 -2879897.8197227507 0, -1771879.2611146942 -2888770.65411903 0, -1768536.6931212195 -2901821.856640029 0, -1763187.2455212614 -2909721.6823782404 0, -1754080.1361800535 -2924217.925820484 0, -1748798.448619497 -2933301.956448976 0, -1738459.2446450973 -2949711.472227564 0, -1736952.451572496 -2950407.7568847574 0, -1733793.182440205 -2950271.0983982985 0, -1730833.3731419174 -2951301.157623407 0, -1729061.5959714404 -2951587.227796502 0, -1727163.5521044265 -2951960.8958576624 0, -1726278.2425947948 -2952022.293717237 0, -1725881.847901713 -2952273.1031297795 0, -1725621.4343819185 -2953333.2303380603 0, -1724093.2617444796 -2955140.346352763 0, -1724441.907675303 -2956286.9086804767 0, -1724383.5395818749 -2956640.093921344 0, -1723227.3213413083 -2958725.0229380387 0, -1722948.8050887068 -2958734.3097763723 0, -1722660.002490167 -2958499.711218864 0, -1722438.1232585185 -2958580.0808822922 0, -1722397.5397135457 -2958787.161100759 0, -1722529.1754057133 -2958887.9768811986 0)",157.1263164091018
34,35,GPP0578,Waterberg Generation 400 kV Satbility Enhancement,Medupi-Witkop 1st 400 kV line,400.0,2020,Limpopo,2.0852761981,"LINESTRING Z (-1933088.000716872 -2829880.262409702 0, -1930054.5414819494 -2828399.2033293312 0, -1927698.3311990579 -2823111.522581721 0, -1927578.0729924827 -2821662.316876497 0, -1925281.5236427565 -2820505.0679343054 0, -1916862.0428197593 -2817025.875648292 0, -1915162.3852910986 -2816283.4215907906 0, -1914905.895153869 -2815956.806717043 0, -1909135.0535077574 -2816272.64012929 0, -1897250.1345866788 -2813786.279353226 0, -1896028.8564208853 -2813108.2371323747 0, -1893460.6853986974 -2811709.0259160297 0, -1892709.6877897019 -2811844.1825239323 0, -1889186.1789261163 -2816493.3655493883 0, -1886636.229733625 -2816888.135157787 0, -1883615.0669145682 -2816023.6345800012 0, -1880764.2537074653 -2816173.091615514 0, -1879611.2941273707 -2816537.0867760205 0, -1875131.5585930962 -2814585.7147012283 0, -1871214.31136772 -2817176.6455558673 0, -1866516.985091336 -2816408.865955014 0, -1859212.303311783 -2814772.9193464327 0, -1858863.100945313 -2814406.0635143123 0, -1858828.1779395142 -2811897.745006866 0, -1855572.134243555 -2809854.6603993736 0, -1852816.8172636875 -2806572.833154256 0, -1850467.9453190286 -2803376.0753464256 0, -1848396.7740368415 -2801845.399997901 0, -1844993.3036013031 -2800437.038070538 0, -1842294.7284877151 -2799902.0324251503 0, -1840856.8560649846 -2798770.514179144 0, -1836677.0322041712 -2797655.3596205926 0, -1832051.0038920026 -2798535.005727275 0, -1826797.6043139142 -2799212.403273665 0, -1819868.5888618128 -2798732.962431884 0, -1811527.6303833872 -2800706.27706405 0, -1800574.159357295 -2816937.7950967215 0, -1793077.9793061404 -2821879.887552502 0, -1788584.4215354198 -2823319.020005582 0, -1786336.9552421826 -2822802.8068850925 0, -1781157.124162444 -2825696.8910363503 0, -1764714.0254505915 -2832639.44732694 0, -1754947.6270866897 -2829081.081366897 0, -1753118.358666889 -2830552.4176119897 0, -1750186.7801592252 -2832030.544201792 0, -1749107.534929764 -2832886.4332592953 0, -1744716.4027279168 -2835440.9867109023 0, -1741117.0632281587 -2836672.408719748 0, -1740679.8489671745 -2837430.6743203662 0, -1738718.2648194856 -2837808.4085050025 0, -1737132.501165952 -2837231.1111681145 0, -1736805.3008264084 -2837206.7622715337 0, -1736333.6686217934 -2837379.3677056623 0)",231.86869783922782
35,36,GPP0582,Tubatse Strengthening Scheme Phase 1,Senakangwedi B (Maphuta)-Senekangwedi 1st 275 kV Line,275.0,2022,Limpopo,0.141489484491,"LINESTRING Z (-1638453.919875408 -2925424.071847247 0, -1641184.9927252452 -2923468.421508308 0, -1641140.7370711407 -2920081.0934690335 0, -1639569.127314277 -2915871.5382431042 0, -1639078.8416871359 -2914094.7149493415 0, -1639268.9338512835 -2913972.3116123374 0, -1640278.3264936428 -2912605.4710598756 0, -1640746.8747977805 -2912680.5008418895 0, -1641149.1112231743 -2913169.534374516 0)",16.116241238759525
36,37,GPP0618,Limpopo East Corridor Strengthening,Foskor-Spencer 1st 400 kV line,400.0,2024,Limpopo,1.32464916071,"LINESTRING Z (-1548698.0920409325 -2805845.4213374495 0, -1549587.902578544 -2805088.7321596327 0, -1550659.3391182486 -2804735.418220043 0, -1551647.7964851598 -2804652.3999817134 0, -1553463.4201323672 -2804240.724741695 0, -1553572.366166352 -2802453.9823399684 0, -1554393.0785317693 -2801464.99860041 0, -1554567.9538296247 -2800320.252111045 0, -1553036.0755356015 -2800061.0091890767 0, -1553331.3945765367 -2793295.1467809523 0, -1553074.4324650685 -2791183.571918287 0, -1552790.7651931362 -2788900.0521506565 0, -1552300.2282840742 -2785913.8534284527 0, -1552787.6808655164 -2784696.145068797 0, -1555353.886283565 -2785127.83132284 0, -1561367.3741349354 -2785617.5146986954 0, -1582215.235410459 -2786657.0030135293 0, -1591968.7926582955 -2787744.201979204 0, -1607862.6525384039 -2789941.1734437863 0, -1619351.225887943 -2789609.7960361782 0, -1622274.251185448 -2787260.4332723324 0, -1627067.1494353688 -2786589.35309284 0, -1628424.841786235 -2787583.938122351 0, -1632046.1814369834 -2787283.037614893 0, -1634803.9010659559 -2787155.182507514 0, -1637085.8078185297 -2785012.0832460965 0, -1636535.194066091 -2782378.029974279 0, -1634243.004401838 -2779055.527049317 0, -1632522.9673879012 -2775638.6343888612 0, -1631987.5762846805 -2770858.747493971 0, -1633966.386584512 -2766647.206221472 0, -1635078.9906485053 -2765753.5675760736 0, -1637877.5460465606 -2764019.355268378 0, -1638201.0842959103 -2762277.067248998 0, -1637482.0531863207 -2760145.7617095546 0, -1637231.3354644994 -2758151.3908369085 0, -1637082.7835926386 -2755661.3409679844 0)",146.39592857710696
37,38,GPP0205,Medupi Transmission Integration,Meduppi-Borutho 1st 400 kV line,400.0,2017,Limpopo,1.63626546381,"LINESTRING Z (-1933062.0969946068 -2829933.3100906163 0, -1930009.356608965 -2828442.8272795887 0, -1927640.3433959172 -2823126.392692185 0, -1927521.9920851402 -2821700.1425983645 0, -1925256.9412934096 -2820558.759130904 0, -1916838.9734371053 -2817080.1632308783 0, -1915125.1697013015 -2816331.5242449287 0, -1914878.4687275938 -2816017.3729183935 0, -1909130.5497305836 -2816331.93316131 0, -1897229.3364473712 -2813842.125025045 0, -1896000.461873291 -2813159.860615961 0, -1893450.7123585134 -2811770.675850915 0, -1892742.753691866 -2811898.084472802 0, -1889218.7263855538 -2816547.9230607185 0, -1886632.4600958382 -2816948.306824614 0, -1883608.3271922367 -2816082.945756774 0, -1880774.8259076537 -2816231.4861912765 0, -1879607.993488864 -2816599.85693693 0, -1875137.3671588688 -2814652.4341241205 0, -1871227.553431896 -2817238.4286457966 0, -1866505.802755618 -2816466.641367799 0, -1859182.0261701383 -2814826.3951741536 0, -1858804.62628002 -2814429.914541258 0, -1858769.8316928367 -2811930.5469726375 0, -1855533.0535817877 -2809899.5416423003 0, -1852770.5751160663 -2806609.170108104 0, -1850425.8551899013 -2803418.0489901677 0, -1848367.6434610737 -2801896.943175688 0, -1844976.1935102856 -2800493.543745088 0, -1842269.47545587 -2799956.915209014 0, -1840830.0306262416 -2798824.1529096207 0, -1836674.8416128955 -2797715.557033401 0, -1832060.2509941477 -2798593.0129064037 0, -1826799.3480638787 -2799271.3609572724 0, -1819873.4295443385 -2798792.1121101985 0, -1811563.4435671698 -2800758.07302267 0, -1800616.1885349988 -2816980.2901506573 0, -1793103.5098759192 -2821933.2318398296 0, -1788586.9759634212 -2823379.7073314292 0, -1786345.8332772627 -2822864.9388331543 0, -1781182.8727470622 -2825749.5761030708 0)",182.27288419487493
